1954,Best Actor,Marlon Brando ,True,On the Waterfront
1954,Best Actor,Humphrey Bogart,False,The Caine Mutiny
1954,Best Actor,Bing Crosby,False,The Country Girl
1954,Best Actor,James Mason,False,A Star Is Born
1954,Best Actor,Dan O'Herlihy,False,Robinson Crusoe
1955,Best Actor,Ernest Borgnine ,True,Marty
1955,Best Actor,James Cagney,False,Love Me or Leave Me
1955,Best Actor,James Dean ,False,East of Eden
1955,Best Actor,Frank Sinatra,False,The Man with the Golden Arm
1955,Best Actor,Spencer Tracy,False,Bad Day at Black Rock
1956,Best Actor,Yul Brynner ,True,The King and I
1956,Best Actor,James Dean ,False,Giant
1956,Best Actor,Kirk Douglas,False,Lust for Life
1956,Best Actor,Rock Hudson,False,Giant
1956,Best Actor,Laurence Olivier,False,Richard III
1957,Best Actor,Alec Guinness ,True,The Bridge on the River Kwai
1957,Best Actor,Marlon Brando,False,Sayonara
1957,Best Actor,Anthony Franciosa,False,A Hatful of Rain
1957,Best Actor,Charles Laughton,False,Witness for the Prosecution
1957,Best Actor,Anthony Quinn,False,Wild Is the Wind
1958,Best Actor,David Niven ,True,Separate Tables
1958,Best Actor,Tony Curtis,False,The Defiant Ones
1958,Best Actor,Paul Newman,False,Cat on a Hot Tin Roof
1958,Best Actor,Sidney Poitier,False,The Defiant Ones
1958,Best Actor,Spencer Tracy,False,The Old Man and the Sea
1959,Best Actor,Charlton Heston ,True,Ben-Hur
1959,Best Actor,Laurence Harvey,False,Room at the Top
1959,Best Actor,Jack Lemmon,False,Some Like It Hot
1959,Best Actor,Paul Muni,False,The Last Angry Man
1959,Best Actor,James Stewart,False,Anatomy of a Murder
1960,Best Actor,Burt Lancaster ,True,Elmer Gantry
1960,Best Actor,Trevor Howard,False,Sons and Lovers
1960,Best Actor,Jack Lemmon,False,The Apartment
1960,Best Actor,Laurence Olivier,False,The Entertainer
1960,Best Actor,Spencer Tracy,False,Inherit the Wind
1961,Best Actor,Maximilian Schell ,True,Judgment at Nuremberg
1961,Best Actor,Charles Boyer,False,Fanny
1961,Best Actor,Paul Newman,False,The Hustler
1961,Best Actor,Spencer Tracy,False,Judgment at Nuremberg
1961,Best Actor,Stuart Whitman,False,The Mark
1962,Best Actor,Gregory Peck ,True,To Kill a Mockingbird
1962,Best Actor,Burt Lancaster,False,Birdman of Alcatraz
1962,Best Actor,Jack Lemmon,False,Days of Wine and Roses
1962,Best Actor,Marcello Mastroianni,False,Divorce Italian Style
1962,Best Actor,Peter O'Toole,False,Lawrence of Arabia
1963,Best Actor,Sidney Poitier ,True,Lilies of the Field
1963,Best Actor,Albert Finney,False,Tom Jones
1963,Best Actor,Richard Harris,False,This Sporting Life
1963,Best Actor,Rex Harrison,False,Cleopatra
1963,Best Actor,Paul Newman,False,Hud
1964,Best Actor,Rex Harrison ,True,My Fair Lady
1964,Best Actor,Richard Burton,False,Becket
1964,Best Actor,Peter O'Toole,False,Becket
1964,Best Actor,Anthony Quinn,False,Zorba the Greek
1964,Best Actor,Peter Sellers,False,Dr. Strangelove
1965,Best Actor,Lee Marvin ,True,Cat Ballou
1965,Best Actor,Richard Burton,False,The Spy Who Came in from the Cold
1965,Best Actor,Laurence Olivier,False,Othello
1965,Best Actor,Rod Steiger,False,The Pawnbroker
1965,Best Actor,Oskar Werner,False,Ship of Fools
1966,Best Actor,Paul Scofield ,True,A Man for All Seasons
1966,Best Actor,Alan Arkin,False,"The Russians Are Coming, the Russians Are Coming"
1966,Best Actor,Richard Burton,False,Who's Afraid of Virginia Woolf?
1966,Best Actor,Michael Caine,False,Alfie
1966,Best Actor,Steve McQueen,False,The Sand Pebbles
1967,Best Actor,Rod Steiger ,True,In the Heat of the Night
1967,Best Actor,Warren Beatty,False,Bonnie and Clyde
1967,Best Actor,Dustin Hoffman,False,The Graduate
1967,Best Actor,Paul Newman,False,Cool Hand Luke
1967,Best Actor,Spencer Tracy ,False,Guess Who's Coming to Dinner
1968,Best Actor,Cliff Robertson ,True,Charly
1968,Best Actor,Alan Arkin,False,The Heart Is a Lonely Hunter
1968,Best Actor,Alan Bates,False,The Fixer
1968,Best Actor,Ron Moody,False,Oliver!
1968,Best Actor,Peter O'Toole,False,The Lion in Winter
1969,Best Actor,John Wayne ,True,True Grit
1969,Best Actor,Richard Burton,False,Anne of the Thousand Days
1969,Best Actor,Dustin Hoffman,False,Midnight Cowboy
1969,Best Actor,Peter O'Toole,False,"Goodbye, Mr. Chips"
1969,Best Actor,Jon Voight,False,Midnight Cowboy
1970,Best Actor,George C. Scott ,True,Patton
1970,Best Actor,Melvyn Douglas,False,I Never Sang for My Father
1970,Best Actor,James Earl Jones,False,The Great White Hope
1970,Best Actor,Jack Nicholson,False,Five Easy Pieces
1970,Best Actor,Ryan O'Neal,False,Love Story
1971,Best Actor,Gene Hackman ,True,The French Connection
1971,Best Actor,Peter Finch,False,Sunday Bloody Sunday
1971,Best Actor,Walter Matthau,False,Kotch
1971,Best Actor,George C. Scott,False,The Hospital
1971,Best Actor,Topol,False,Fiddler on the Roof
1972,Best Actor,Marlon Brando ,True,The Godfather
1972,Best Actor,Michael Caine,False,Sleuth
1972,Best Actor,Laurence Olivier,False,Sleuth
1972,Best Actor,Peter O'Toole,False,The Ruling Class
1972,Best Actor,Paul Winfield,False,Sounder
1973,Best Actor,Jack Lemmon ,True,Save the Tiger
1973,Best Actor,Marlon Brando,False,Last Tango in Paris
1973,Best Actor,Jack Nicholson,False,The Last Detail
1973,Best Actor,Al Pacino,False,Serpico
1973,Best Actor,Robert Redford,False,The Sting
1974,Best Actor,Art Carney ,True,Harry and Tonto
1974,Best Actor,Albert Finney,False,Murder on the Orient Express
1974,Best Actor,Dustin Hoffman,False,Lenny
1974,Best Actor,Jack Nicholson,False,Chinatown
1974,Best Actor,Al Pacino,False,The Godfather Part II
1975,Best Actor,Jack Nicholson ,True,One Flew Over the Cuckoo's Nest
1975,Best Actor,Walter Matthau,False,The Sunshine Boys
1975,Best Actor,Al Pacino,False,Dog Day Afternoon
1975,Best Actor,Maximilian Schell,False,The Man in the Glass Booth
1975,Best Actor,James Whitmore,False,"Give 'em Hell, Harry!"
1976,Best Actor,Peter Finch ,True,Network
1976,Best Actor,Robert De Niro,False,Taxi Driver
1976,Best Actor,Giancarlo Giannini,False,Seven Beauties
1976,Best Actor,William Holden,False,Network
1976,Best Actor,Sylvester Stallone,False,Rocky
1977,Best Actor,Richard Dreyfuss ,True,The Goodbye Girl
1977,Best Actor,Woody Allen,False,Annie Hall
1977,Best Actor,Richard Burton,False,Equus
1977,Best Actor,Marcello Mastroianni,False,A Special Day
1977,Best Actor,John Travolta,False,Saturday Night Fever
1978,Best Actor,Jon Voight ,True,Coming Home
1978,Best Actor,Warren Beatty,False,Heaven Can Wait
1978,Best Actor,Gary Busey,False,The Buddy Holly Story
1978,Best Actor,Robert De Niro,False,The Deer Hunter
1978,Best Actor,Laurence Olivier,False,The Boys from Brazil
1979,Best Actor,Dustin Hoffman ,True,Kramer vs. Kramer
1979,Best Actor,Jack Lemmon,False,The China Syndrome
1979,Best Actor,Al Pacino,False,...And Justice for All
1979,Best Actor,Roy Scheider,False,All That Jazz
1979,Best Actor,Peter Sellers,False,Being There
1980,Best Actor,Robert De Niro ,True,Raging Bull
1980,Best Actor,Robert Duvall,False,The Great Santini
1980,Best Actor,John Hurt,False,The Elephant Man
1980,Best Actor,Jack Lemmon,False,Tribute
1980,Best Actor,Peter O'Toole,False,The Stunt Man
1981,Best Actor,Henry Fonda ,True,On Golden Pond
1981,Best Actor,Warren Beatty,False,Reds
1981,Best Actor,Burt Lancaster,False,Atlantic City
1981,Best Actor,Dudley Moore,False,Arthur
1981,Best Actor,Paul Newman,False,Absence of Malice
1982,Best Actor,Ben Kingsley ,True,Gandhi
1982,Best Actor,Dustin Hoffman,False,Tootsie
1982,Best Actor,Jack Lemmon,False,Missing
1982,Best Actor,Paul Newman,False,The Verdict
1982,Best Actor,Peter O'Toole,False,My Favorite Year
1983,Best Actor,Robert Duvall ,True,Tender Mercies
1983,Best Actor,Michael Caine,False,Educating Rita
1983,Best Actor,Tom Conti,False,"Reuben, Reuben"
1983,Best Actor,Tom Courtenay,False,The Dresser
1983,Best Actor,Albert Finney,False,The Dresser
1984,Best Actor,F. Murray Abraham ,True,Amadeus
1984,Best Actor,Jeff Bridges,False,Starman
1984,Best Actor,Albert Finney,False,Under the Volcano
1984,Best Actor,Tom Hulce,False,Amadeus
1984,Best Actor,Sam Waterston,False,The Killing Fields
1985,Best Actor,William Hurt ,True,Kiss of the Spider Woman
1985,Best Actor,Harrison Ford,False,Witness
1985,Best Actor,James Garner,False,Murphy's Romance
1985,Best Actor,Jack Nicholson,False,Prizzi's Honor
1985,Best Actor,Jon Voight,False,Runaway Train
1986,Best Actor,Paul Newman ,True,The Color of Money
1986,Best Actor,Dexter Gordon,False,Round Midnight
1986,Best Actor,Bob Hoskins,False,Mona Lisa
1986,Best Actor,William Hurt,False,Children of a Lesser God
1986,Best Actor,James Woods,False,Salvador
1987,Best Actor,Michael Douglas ,True,Wall Street
1987,Best Actor,William Hurt,False,Broadcast News
1987,Best Actor,Marcello Mastroianni,False,Dark Eyes
1987,Best Actor,Jack Nicholson,False,Ironweed
1987,Best Actor,Robin Williams,False,"Good Morning, Vietnam"
1988,Best Actor,Dustin Hoffman ,True,Rain Man
1988,Best Actor,Gene Hackman,False,Mississippi Burning
1988,Best Actor,Tom Hanks,False,Big
1988,Best Actor,Edward James Olmos,False,Stand and Deliver
1988,Best Actor,Max von Sydow,False,Pelle the Conqueror
1989,Best Actor,Daniel Day-Lewis ,True,My Left Foot
1989,Best Actor,Kenneth Branagh,False,Henry V
1989,Best Actor,Tom Cruise,False,Born on the Fourth of July
1989,Best Actor,Morgan Freeman,False,Driving Miss Daisy
1989,Best Actor,Robin Williams,False,Dead Poets Society
1990,Best Actor,Jeremy Irons ,True,Reversal of Fortune
1990,Best Actor,Kevin Costner,False,Dances with Wolves
1990,Best Actor,Robert De Niro,False,Awakenings
1990,Best Actor,Gérard Depardieu,False,Cyrano de Bergerac
1990,Best Actor,Richard Harris,False,The Field
1991,Best Actor,Anthony Hopkins ,True,The Silence of the Lambs
1991,Best Actor,Warren Beatty,False,Bugsy
1991,Best Actor,Robert De Niro,False,Cape Fear
1991,Best Actor,Nick Nolte,False,The Prince of Tides
1991,Best Actor,Robin Williams,False,The Fisher King
1992,Best Actor,Al Pacino ,True,Scent of a Woman
1992,Best Actor,Robert Downey Jr.,False,Chaplin
1992,Best Actor,Clint Eastwood,False,Unforgiven
1992,Best Actor,Stephen Rea,False,The Crying Game
1992,Best Actor,Denzel Washington,False,Malcolm X
1993,Best Actor,Tom Hanks ,True,Philadelphia
1993,Best Actor,Daniel Day-Lewis,False,In the Name of the Father
1993,Best Actor,Laurence Fishburne,False,What's Love Got to Do with It
1993,Best Actor,Anthony Hopkins,False,The Remains of the Day
1993,Best Actor,Liam Neeson,False,Schindler's List
1994,Best Actor,Tom Hanks ,True,Forrest Gump
1994,Best Actor,Morgan Freeman,False,The Shawshank Redemption
1994,Best Actor,Nigel Hawthorne,False,The Madness of King George
1994,Best Actor,Paul Newman,False,Nobody's Fool
1994,Best Actor,John Travolta,False,Pulp Fiction
1995,Best Actor,Nicolas Cage ,True,Leaving Las Vegas
1995,Best Actor,Richard Dreyfuss,False,Mr. Holland's Opus
1995,Best Actor,Anthony Hopkins,False,Nixon
1995,Best Actor,Sean Penn,False,Dead Man Walking
1995,Best Actor,Massimo Troisi ,False,Il Postino: The Postman
1996,Best Actor,Geoffrey Rush ,True,Shine
1996,Best Actor,Tom Cruise,False,Jerry Maguire
1996,Best Actor,Ralph Fiennes,False,The English Patient
1996,Best Actor,Woody Harrelson,False,The People vs. Larry Flynt
1996,Best Actor,Billy Bob Thornton,False,Sling Blade
1997,Best Actor,Jack Nicholson ,True,As Good as It Gets
1997,Best Actor,Matt Damon,False,Good Will Hunting
1997,Best Actor,Robert Duvall,False,The Apostle
1997,Best Actor,Peter Fonda,False,Ulee's Gold
1997,Best Actor,Dustin Hoffman,False,Wag the Dog
1998,Best Actor,Roberto Benigni ,True,Life Is Beautiful
1998,Best Actor,Tom Hanks,False,Saving Private Ryan
1998,Best Actor,Ian McKellen,False,Gods and Monsters
1998,Best Actor,Nick Nolte,False,Affliction
1998,Best Actor,Edward Norton,False,American History X
1999,Best Actor,Kevin Spacey ,True,American Beauty
1999,Best Actor,Russell Crowe,False,The Insider
1999,Best Actor,Richard Farnsworth,False,The Straight Story
1999,Best Actor,Sean Penn,False,Sweet and Lowdown
1999,Best Actor,Denzel Washington,False,The Hurricane
2000,Best Actor,Russell Crowe ,True,Gladiator
2000,Best Actor,Javier Bardem,False,Before Night Falls
2000,Best Actor,Tom Hanks,False,Cast Away
2000,Best Actor,Ed Harris,False,Pollock
2000,Best Actor,Geoffrey Rush,False,Quills
2001,Best Actor,Denzel Washington ,True,Training Day
2001,Best Actor,Russell Crowe,False,A Beautiful Mind
2001,Best Actor,Sean Penn,False,I Am Sam
2001,Best Actor,Will Smith,False,Ali
2001,Best Actor,Tom Wilkinson,False,In the Bedroom
2002,Best Actor,Adrien Brody ,True,The Pianist
2002,Best Actor,Nicolas Cage,False,Adaptation
2002,Best Actor,Michael Caine,False,The Quiet American
2002,Best Actor,Daniel Day-Lewis,False,Gangs of New York
2002,Best Actor,Jack Nicholson,False,About Schmidt
2003,Best Actor,Sean Penn ,True,Mystic River
2003,Best Actor,Johnny Depp,False,Pirates of the Caribbean: The Curse of the Black Pearl
2003,Best Actor,Ben Kingsley,False,House of Sand and Fog
2003,Best Actor,Jude Law,False,Cold Mountain
2003,Best Actor,Bill Murray,False,Lost in Translation
2004,Best Actor,Jamie Foxx ,True,Ray
2004,Best Actor,Don Cheadle,False,Hotel Rwanda
2004,Best Actor,Johnny Depp,False,Finding Neverland
2004,Best Actor,Leonardo DiCaprio,False,The Aviator
2004,Best Actor,Clint Eastwood,False,Million Dollar Baby
2005,Best Actor,Philip Seymour Hoffman ,True,Capote
2005,Best Actor,Terrence Howard,False,Hustle & Flow
2005,Best Actor,Heath Ledger,False,Brokeback Mountain
2005,Best Actor,Joaquin Phoenix,False,Walk the Line
2005,Best Actor,David Strathairn,False,"Good Night, and Good Luck"
2006,Best Actor,Forest Whitaker ,True,The Last King of Scotland
2006,Best Actor,Leonardo DiCaprio,False,Blood Diamond
2006,Best Actor,Ryan Gosling,False,Half Nelson
2006,Best Actor,Peter O'Toole,False,Venus
2006,Best Actor,Will Smith,False,The Pursuit of Happyness
2007,Best Actor,Daniel Day-Lewis ,True,There Will Be Blood
2007,Best Actor,George Clooney,False,Michael Clayton
2007,Best Actor,Johnny Depp,False,Sweeney Todd
2007,Best Actor,Tommy Lee Jones,False,In the Valley of Elah
2007,Best Actor,Viggo Mortensen,False,Eastern Promises
2008,Best Actor,Sean Penn ,True,Milk
2008,Best Actor,Richard Jenkins,False,The Visitor
2008,Best Actor,Frank Langella,False,Frost/Nixon
2008,Best Actor,Brad Pitt,False,The Curious Case of Benjamin Button
2008,Best Actor,Mickey Rourke,False,The Wrestler
2009,Best Actor,Jeff Bridges ,True,Crazy Heart
2009,Best Actor,George Clooney,False,Up in the Air
2009,Best Actor,Colin Firth,False,A Single Man
2009,Best Actor,Morgan Freeman,False,Invictus
2009,Best Actor,Jeremy Renner,False,The Hurt Locker
2010,Best Actor,Colin Firth ,True,The King's Speech
2010,Best Actor,Javier Bardem,False,Biutiful
2010,Best Actor,Jeff Bridges,False,True Grit
2010,Best Actor,Jesse Eisenberg,False,The Social Network
2010,Best Actor,James Franco,False,127 Hours
2011,Best Actor,Jean Dujardin ,True,The Artist
2011,Best Actor,Demián Bichir,False,A Better Life
2011,Best Actor,George Clooney,False,The Descendants
2011,Best Actor,Gary Oldman,False,Tinker Tailor Soldier Spy
2011,Best Actor,Brad Pitt,False,Moneyball
2012,Best Actor,Daniel Day-Lewis ,True,Lincoln
2012,Best Actor,Bradley Cooper,False,Silver Linings Playbook
2012,Best Actor,Hugh Jackman,False,Les Misérables
2012,Best Actor,Joaquin Phoenix,False,The Master
2012,Best Actor,Denzel Washington,False,Flight
2013,Best Actor,Matthew McConaughey ,True,Dallas Buyers Club
2013,Best Actor,Christian Bale,False,American Hustle
2013,Best Actor,Bruce Dern,False,Nebraska
2013,Best Actor,Leonardo DiCaprio,False,The Wolf of Wall Street
2013,Best Actor,Chiwetel Ejiofor,False,12 Years a Slave
2014,Best Actor,Eddie Redmayne ,True,The Theory of Everything
2014,Best Actor,Steve Carell,False,Foxcatcher
2014,Best Actor,Bradley Cooper,False,American Sniper
2014,Best Actor,Benedict Cumberbatch,False,The Imitation Game
2014,Best Actor,Michael Keaton,False,Birdman
2015,Best Actor,Leonardo DiCaprio ,True,The Revenant
2015,Best Actor,Bryan Cranston,False,Trumbo
2015,Best Actor,Matt Damon,False,The Martian
2015,Best Actor,Michael Fassbender,False,Steve Jobs
2015,Best Actor,Eddie Redmayne,False,The Danish Girl
2016,Best Actor,Casey Affleck ,True,Manchester by the Sea
2016,Best Actor,Andrew Garfield,False,Hacksaw Ridge
2016,Best Actor,Ryan Gosling,False,La La Land
2016,Best Actor,Viggo Mortensen,False,Captain Fantastic
2016,Best Actor,Denzel Washington,False,Fences
2017,Best Actor,Gary Oldman ,True,Darkest Hour
2017,Best Actor,Timothée Chalamet,False,Call Me by Your Name
2017,Best Actor,Daniel Day-Lewis,False,Phantom Thread
2017,Best Actor,Daniel Kaluuya,False,Get Out
2017,Best Actor,Denzel Washington,False,"Roman J. Israel, Esq."
2018,Best Actor,Christian Bale,False,Vice
2018,Best Actor,Bradley Cooper,False,A Star Is Born
2018,Best Actor,Willem Dafoe,False,At Eternity's Gate
2018,Best Actor,Rami Malek,False,Bohemian Rhapsody
2018,Best Actor,Viggo Mortensen,False,Green Book
1927,Best Actress,Janet Gaynor ,True,7th HeavenStreet AngelSunrise: A Song of Two Humans
1927,Best Actress,Louise Dresser,False,A Ship Comes In
1927,Best Actress,Gloria Swanson,False,Sadie Thompson
1928,Best Actress,Mary Pickford ,True,Coquette
1928,Best Actress,Ruth Chatterton,False,Madame X
1928,Best Actress,Betty Compson,False,The Barker
1928,Best Actress,Jeanne Eagels,False,The Letter
1928,Best Actress,Corinne Griffith,False,The Divine Lady
1928,Best Actress,Bessie Love,False,The Broadway Melody
1929,Best Actress,Norma Shearer [A,True,The Divorcee
1929,Best Actress,Nancy Carroll,False,The Devil's Holiday
1929,Best Actress,Ruth Chatterton,False,Sarah and Son
1929,Best Actress,Greta Garbo[A,False,Anna ChristieRomance
1929,Best Actress,Norma Shearer,False,Their Own Desire
1929,Best Actress,Gloria Swanson,False,The Trespasser
1930,Best Actress,Marie Dressler ,True,Min and Bill
1930,Best Actress,Marlene Dietrich,False,Morocco
1930,Best Actress,Irene Dunne,False,Cimarron
1930,Best Actress,Ann Harding,False,Holiday
1930,Best Actress,Norma Shearer,False,A Free Soul
1931,Best Actress,Helen Hayes ,True,The Sin of Madelon Claudet
1931,Best Actress,Marie Dressler,False,Emma
1931,Best Actress,Lynn Fontanne,False,The Guardsman
1932,Best Actress,Katharine Hepburn ,True,Morning Glory
1932,Best Actress,May Robson,False,Lady for a Day
1932,Best Actress,Diana Wynyard,False,Cavalcade
1934,Best Actress,Claudette Colbert ,True,It Happened One Night
1934,Best Actress,Grace Moore,False,One Night of Love
1934,Best Actress,Norma Shearer,False,The Barretts of Wimpole Street
1934,Best Actress,Bette Davis (Write-in) [B,False,Of Human Bondage
1935,Best Actress,Bette Davis ,True,Dangerous
1935,Best Actress,Elisabeth Bergner,False,Escape Me Never
1935,Best Actress,Claudette Colbert,False,Private Worlds
1935,Best Actress,Katharine Hepburn,False,Alice Adams
1935,Best Actress,Miriam Hopkins,False,Becky Sharp
1935,Best Actress,Merle Oberon,False,The Dark Angel
1936,Best Actress,Luise Rainer ,True,The Great Ziegfeld
1936,Best Actress,Irene Dunne,False,Theodora Goes Wild
1936,Best Actress,Gladys George,False,Valiant Is the Word for Carrie
1936,Best Actress,Carole Lombard,False,My Man Godfrey
1936,Best Actress,Norma Shearer,False,Romeo and Juliet
1937,Best Actress,Luise Rainer ,True,The Good Earth
1937,Best Actress,Irene Dunne,False,The Awful Truth
1937,Best Actress,Greta Garbo,False,Camille
1937,Best Actress,Janet Gaynor,False,A Star Is Born
1937,Best Actress,Barbara Stanwyck,False,Stella Dallas
1938,Best Actress,Bette Davis ,True,Jezebel
1938,Best Actress,Fay Bainter,False,White Banners
1938,Best Actress,Wendy Hiller,False,Pygmalion
1938,Best Actress,Norma Shearer,False,Marie Antoinette
1938,Best Actress,Margaret Sullavan,False,Three Comrades
1939,Best Actress,Vivien Leigh ,True,Gone with the Wind
1939,Best Actress,Bette Davis,False,Dark Victory
1939,Best Actress,Irene Dunne,False,Love Affair
1939,Best Actress,Greta Garbo,False,Ninotchka
