770679003|Rebels of the Neon God|Ming-liang Tsai|Art House & International, Drama|Apr 10, 2015|Oct 27, 2015|$17,335|NR|106|Big World Pictures|Ming-liang Tsai|"Tsai Ming-liang emerged on the world cinema scene in 1992 with his groundbreaking first feature, REBELS OF THE NEON GOD. His debut already includes a handful of elements familiar to fans of subsequent work: a deceptively spare style often branded ""minimalist""; actor Lee Kang-sheng as the silent and sullen Hsiao-kang; copious amounts of water, whether pouring from the sky or bubbling up from a clogged drain; and enough urban anomie to ensure that even the subtle humor in evidence is tinged with pathos. The loosely structured plot involves Hsiao-kang, a despondent cram school student, who becomes obsessed with young petty thief Ah-tze, after Ah-tze smashes the rearview mirror of a taxi driven by Hsiao-kang's father. Hsiao-kang stalks Ah-tze and his buddy Ah-ping as they hang out in the film's iconic arcade (featuring a telling poster of James Dean on the wall) and other locales around Taipei, and ultimately takes his revenge. REBELS OF THE NEON GOD is a remarkably impressive first film that hints at the promise of its director: a talent confirmed by Tsai's equally stunning second feature, VIVE L'AMOUR (Golden Lion, Venice), and continuing to his most recent film, STRAY DOGS, which ranked high on many ""best of"" lists last year. Though showing such diverse influences as the French New Wave, Wong Kar-wai's early films-and, yes, REBEL WITHOUT A CAUSE-Tsai's film is most remarkable for introducing his startlingly unique vision to world cinema. (C) Big World"|8.6/10|31|31|0|8.3/10|13|13|0|3.8/5|715
771241309|The Forgotten Space|Allan Sekula, Noël Burch|Documentary, Drama|Feb 15, 2012|Oct 20, 2015||NR|110|WILDArt Film||The sea is forgotten until disaster strikes. But perhaps the biggest seagoing disaster is the global supply chain, which - maybe in a more fundamental way than financial speculation- leads the world economy to the abyss. The film follows container cargo aboard ships, barges, trains and trucks, listening to workers, engineers, planners, politicians, and those marginalized by the global transport system. We visit displaced farmers and villagers in Holland and Belgium, underpaid truck drivers in Los Angeles, seafarers aboard mega-ships shuttling between Asia and Europe, and factory workers in China, whose low wages are the fragile key to the whole puzzle. And in Bilbao, we discover the most sophisticated expression of the belief that the maritime economy, and the sea itself, is somehow obsolete. -- (C) Official Site|5.3/10|7|5|2|||||3/5|107
771258788|Southpaw|Antoine Fuqua|Drama|Jul 24, 2015|Oct 27, 2015|$42,373,328|R (for language throughout, and some violence)|123|The Weinstein Company|Kurt Sutter, Richard Wenk|"From acclaimed director Antoine Fuqua (TRAINING DAY) and screenwriters Kurt Sutter (""Sons of Anarchy) and Richard Wenk (THE MECHANIC), SOUTHPAW tells the riveting story of Billy ""The Great"" Hope, reigning Junior Middleweight Boxing Champion of the World (Academy Award (R) nominee Jake Gyllenhaal). Billy Hope seemingly has it all with an impressive career, a beautiful and loving wife (Rachel McAdams), an adorable daughter (Oona Laurence) and a lavish lifestyle. When tragedy strikes and his lifelong manager and friend (Curtis ""50 Cent"" Jackson) leaves him behind, Hope hits rock bottom and turns to an unlikely savior at a run-down local gym: Tick Willis (Academy Award (R) winner Forest Whitaker), a retired fighter and trainer to the city's toughest amateur boxers. With his future riding on Tick's guidance and tenacity, Billy enters the hardest battle of his life as he struggles with redemption and to win back the trust of those he loves. (C) Weinstein"|6/10|230|137|93|6/10|50|26|24|3.8/5|43,950
771263974|Pixels|Chris Columbus|Animation, Comedy, Drama|Jul 24, 2015|Oct 27, 2015|$66,412,009|PG-13 (for some language and suggestive comments)|106|Sony Pictures|Tim Herlihy, Adam Sandler, Timothy Dowling|"As kids in the 1980s, Sam Brenner (Adam Sandler), Will Cooper (Kevin James), Ludlow Lamonsoff (Josh Gad), and Eddie ""The Fire Blaster"" Plant (Peter Dinklage) saved the world thousands of times - at 25 cents a game in the video arcades. Now, they're going to have to do it for real. In Pixels, when intergalactic aliens discover video feeds of classic arcade games and misinterpret them as a declaration of war, they attack the Earth, using the video games as the models for their assaults -- and now-U.S. President Cooper must call on his old-school arcade friends to save the world from being destroyed by PAC-MAN, Donkey Kong, Galaga, Centipede, and Space Invaders. Joining them is Lt. Col. Violet Van Patten (Michelle Monaghan), a specialist supplying the arcaders with unique weapons to fight the aliens.(C) Sony"|3.8/10|191|32|159|3.5/10|37|3|34|3.1/5|69,766
771303876|The Girls in the Band|Judy Chaikin|Documentary, Special Interest|May 10, 2013|Nov 3, 2015||NR|81|Independent Pictures||They wiggled, they jiggled, they wore low cut gowns and short shorts, they kowtowed to the club owners and smiled at the customers...and they did it all, just to play the music they loved. THE GIRLS IN THE BAND tells the poignant, untold stories of female jazz and big band instrumentalists and their fascinating, groundbreaking journeys from the late 30′s to the present day. These incredibly talented women endured sexism, racism and diminished opportunities for decades, yet continued to persevere, inspire and elevate their talents in a field that seldom welcomed them. Today a new breed of gifted young women is taking their rightful place in the world of jazz which can no longer deny their talents. (c) Official Site|8/10|10|10|0|7.8/10|6|6|0|3.4/5|226
771312080|Vacation|Jonathan M. Goldstein, John Francis Daley|Action & Adventure, Comedy|Jul 29, 2015|Nov 3, 2015|$40,292,843|R (for crude and sexual content and language throughout, and brief graphic nudity)|99|Warner Bros. Pictures|John Francis Daley, Jonathan M. Goldstein|Ed Helms stars in the New Line Cinema reboot of the Vacation film series as Rusty Griswald, the son of Chevy Chase's iconic character of the original four films. Horrible Bosses' helmers John Francis Daley and Jonathan Goldstein write and direct. ~ Jeremy Wheeler, Rovi|4.1/10|168|45|123|3.6/10|34|9|25|3.1/5|37,736
771324642|The Human Centipede III (Final Sequence)|Tom Six|Horror|May 22, 2015|Oct 27, 2015|$470|NR|100|IFC Films|Tom Six|Tom Six grosses out film-goers once again with this third entry of the Human Centipede series, with returning stars Dieter Laser and Laurence R. Harvey banding together as a new villainous duo aspiring to connect over 500 human bodies together. ~ Jeremy Wheeler, Rovi|2.2/10|45|8|37|1.3/10|11|1|10|1.5/5|2,679
771324839|Jurassic World|Colin Trevorrow|Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy|Jun 12, 2015|Oct 20, 2015|$528,757,749|PG-13 (for intense sequences of science-fiction violence and peril)|123|Universal Pictures|Rick Jaffa, Amanda Silver, Derek Connolly, Colin Trevorrow|Steven Spielberg returns to executive produce the long-awaited next installment of his groundbreaking Jurassic Park series, Jurassic World. Colin Trevorrow directs the epic action-adventure based on characters created by Michael Crichton. The screenplay is by Rick Jaffa & Amanda Silver and Derek Connolly & Trevorrow, and the story is by Rick Jaffa & Amanda Silver. Frank Marshall and Patrick Crowley join the team as producers. (C) Universal|6.7/10|328|235|93|6.3/10|48|29|19|3.9/5|225,118
771367933|Blackwood|Adam Wimpenny|Mystery & Suspense|Oct 17, 2013|Oct 13, 2015||NR|100|Wildcard Films|J.S. Hill|With Ed Stoppard (THE PIANIST), Sophia Myles (TRANSFORMERS 4), Russell Tovey (BEING HUMAN), Paul Kaye (GAME OF THRONES), Greg Wise (SENSE & SENSIBILITY) and Joanna Vanderham (WHAT MAISIE KNEW). Production is complete with the film ready for release in Autumn 2013.|4.7/10|14|6|8|||||2.9/5|106
771374432|San Andreas|Brad Peyton|Action & Adventure|May 29, 2015|Oct 20, 2015|$127,666,001|PG-13 (for intense disaster action and mayhem throughout, and brief strong language)|114|Warner Bros.|Jeremy Passmore, Chad Hayes, Carlton Cuse, Carey Hayes|Journey 2: The Mysterious Island's Brad Peyton steps into disaster movie territory with this 3D film surrounding an earthquake that hits the West Coast. Carlton Cuse provides the script. ~ Jeremy Wheeler, Rovi|5.3/10|230|116|114|5.1/10|45|23|22|3.3/5|65,883
