771412029|The Black Panthers: Vanguard Of The Revolution|Stanley Nelson|Documentary|Sep 2, 2015|Feb 16, 2016|NR|113|Firelight Films|Stanley Nelson|Here, we trace the rise and fall of the Black Panther Party, one of the 20th century's most alluring and controversial organizations that captivated the world's attention for nearly 50 years.|7.4/10|61|56|5|7.7/10|18|17|1|3.7/5|2,199
771412048|The Forbidden Room|Guy Maddin, Evan Johnson|Comedy, Drama, Science Fiction & Fantasy|Oct 7, 2015|Mar 1, 2016|NR|130||Guy Maddin, Evan Johnson|A submarine crew, a feared pack of forest bandits, a famous surgeon, and a battalion of child soldiers all get more than they bargained for as they wend their way toward progressive ideas on life and love.|8.1/10|63|60|3|7.4/10|15|13|2|3/5|2,400
771412062|I Smile Back|Adam Salky|Drama|Oct 23, 2015|Feb 23, 2016|R (for strong sexual content, substance abuse/disturbing behavior, and language)|85|Broad Green Pictures|Paige Dylan, Amy Koppelman|Laney is an attractive, intelligent suburban wife and devoted mother of two adorable children. She has the perfect husband who plays basketball with the kids in the driveway, a pristine house, and a shiny SUV for carting the children to their next activity. However, just beneath the façade lie depression and disillusionment that send her careening into a secret world of reckless compulsion. Only very real danger will force her to face the painful root of her destructiveness and its crumbling effect on those she loves. -- (C) Broad Green Pictures|5.8/10|66|34|32|6/10|27|15|12|3/5|1,927
771413488|Steve Jobs|Danny Boyle|Drama|Oct 23, 2015|Feb 16, 2016|R (for language)|123|Universal Pictures|Aaron Sorkin|Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.-- (C) Universal|7.6/10|294|252|42|7.7/10|52|42|10|3.7/5|42,679
771413896|The Iron Ministry|J.P. Sniadecki|Documentary|Aug 21, 2015|Feb 16, 2016|NR|82|Icarus Films|J.P. Sniadecki|Filmed over three years on what will soon be the world's largest railway network, this documentary traces the vast interiors of a country on the move: flesh and metal, clangs and squeals, light and dark, language and gesture. Scores of rail journeys come together into one, capturing the thrills and anxieties of social and technological transformation.|7.6/10|16|14|2|8/10|8|6|2|2.8/5|171
771414378|Secret in Their Eyes|Billy Ray|Drama, Mystery & Suspense|Nov 20, 2015|Feb 23, 2016|PG-13 (for thematic material involving disturbing violent content, language and some sexual references)|90|STX Entertainment|Billy Ray|A tight-knit team of rising investigators - Ray (Chiwetel Ejiofor) and Jess (Julia Roberts), along with their supervisor Claire (Nicole Kidman) - is suddenly torn apart when they discover that Jess's teenage daughter has been brutally and inexplicably murdered. Now, thirteen years later, after obsessively searching every day for the elusive killer, Ray finally uncovers a new lead that he's certain can permanently resolve the case, nail the vicious murderer, and bring long-desired closure to his team. No one is prepared, however, for the shocking, unspeakable secret that will reveal the enduring, destructive effects of personal vengeance on the human soul.|5.3/10|147|58|89|4.9/10|29|8|21|3.1/5|12,737
771415583|Trumbo|Jay Roach|Drama|Nov 6, 2015|Feb 16, 2016|R (for language including some sexual references)|124|Bleecker Street Media|John McNamara|In 1947, Dalton Trumbo (Bryan Cranston) was Hollywood's top screenwriter until he and other artists were jailed and blacklisted for their political beliefs. TRUMBO (directed by Jay Roach) recounts how Dalton used words and wit to win two Academy Awards and expose the absurdity and injustice of the blacklist, which entangled everyone from gossip columnist Hedda Hopper (Helen Mirren) to John Wayne, Kirk Douglas and Otto Preminger.|6.7/10|192|142|50|6.6/10|35|25|10|3.8/5|22,707
771416267|King Georges|Erika Frankel|Documentary|Feb 26, 2016|Feb 26, 2016|NR|78|Sundance Selects||"Philadelphia, circa 2010, is about to lose its culinary treasure: Le Bec-Fin, one of the finest French restaurants in the country. The 67-year-old owner, Georges Perrier, nearly as iconic as his landmark eatery, is preparing to sell the restaurant after more than four decades in business. Filmmaker Erika Frankel, a native of the Philly suburbs, asks if she could film Perrier as an era-ending tribute. Perrier, however, has other plans. He decides to withdraw the sale and reinvent Le Bec-Fin by hiring a new protégé, Chef Nicholas Elmi, who achieved national fame on the ""Top Chef"" TV show. Perrier wants to pass the business to Elmi, but finds he has trouble letting go of the spatula. Over a three-year period, Frankel captures this mercurial, passionate, quixotic force of nature as he struggles to preserve his sumptuous Gallic dishes in an era where casual attitudes and lighter fare are taking hold. Spiced with archival footage and interviews from world-renowned chefs, such as Thomas Keller, Daniel Boulud, and Eric Ripert, King Georges is a feast for the eyes, as well as a touching portrait of a master artist in the twilight of his career who realizes he is still hungry for seconds."|6.8/10|9|9|0|6.6/10|6|6|0|3.1/5|239
771416571|Miss You Already|Catherine Hardwicke|Art House & International, Comedy, Drama, Romance|Nov 6, 2015|Mar 1, 2016|PG-13 (for thematic content, sexual material and some language)|112|Embargo Films|Morwenna Banks|An honest and powerful story following two best friends, Milly and Jess, as they navigate life's highs and lows. Inseparable since they were young girls, they can't remember a time they didn't share everything -secrets, clothes, even boyfriends -- but nothing prepares them for the day Milly is hit with life-altering news.|6/10|110|78|32|5.9/10|26|15|11|3.7/5|9,165
771418450|Frankenstein|Bernard Rose|Horror, Mystery & Suspense||Feb 23, 2016|R (for bloody violence and gore, language and some sexual content)|86|Eclectic Pictures|Bernard Rose|Bernard Rose wrote and directed this modern adaptation of Mary Shelley's Frankenstein with a husband and wife (Danny Huston and Carrie-anne Moss) serving as the creators of a monster cursed with a child's mind.|6.5/10|7|7|0|||||2.9/5|166
771419612|My All American|Angelo Pizzo|Drama|Nov 13, 2015|Feb 23, 2016|PG (for thematic elements, language and brief partial nudity)|118|Aviron|Angelo Pizzo|From Angelo Pizzo, the writer of RUDY and HOOSIERS, comes MY ALL AMERICAN - the true story of one of legendary UT Austin football Coach Darrell Royal's (Aaron Eckhart) most beloved players, Freddie Steinmark (Finn Wittrock), an underdog who led his team to a championship season and was an inspiration both on and off the field. -- (C) Clarius|4.8/10|44|14|30|4.8/10|17|5|12|4/5|3,887
771420070|Stink!|Jon J. Whelan, Jon Whelan|Documentary|Nov 27, 2015|Feb 16, 2016|NR|91|Area 23a|Brian Gunnar Cole, Jon J. Whelan, Bryan Gunnar Cole, Jon Whelan|"""Stink!"" opens with a foul smell and a pair of kids pajamas. And a single father trying to find out what that smell could possibly be. But instead of getting a straight answer, director Jon Whelan stumbles on an even bigger issue in America, which is that some products on our store shelves are not safe -- by design. Entertaining, enlightening, and at times almost absurd, ""Stink!"" takes you on a madcap journey from the retailer to the laboratory, through corporate boardrooms, down back alleys, and into the halls of Congress. Follow Whelan as he clashes with political and corporate operatives all trying to protect the darkest secrets of the chemical industry. You won't like what you smell."|5.5/10|9|8|1|0/10|5|5|0|3.5/5|240
771420359|Spotlight|Tom McCarthy|Drama, Mystery & Suspense|Nov 6, 2015|Feb 23, 2016|R (for some language including sexual references)|129|Open Road Films|Tom McCarthy, Josh Singer|"SPOTLIGHT tells the riveting true story of the Pulitzer Prize-winning Boston Globe investigation that would rock the city and cause a crisis in one of the world's oldest and most trusted institutions. When the newspaper's tenacious ""Spotlight"" team of reporters delves into allegations of abuse in the Catholic Church, their year-long investigation uncovers a decades-long cover-up at the highest levels of Boston's religious, legal, and government establishment, touching off a wave of revelations around the world. Directed by Academy Award-nominee Tom McCarthy, SPOTLIGHT is a tense investigative dramatic-thriller, tracing the steps to one of the biggest cover-ups in modern times. (C) Open Road"|8.8/10|347|336|11|9.2/10|53|52|1|4.3/5|69,759
771427004|Lost in Hong Kong|Zheng Xu|Art House & International, Comedy|Sep 25, 2015|Mar 1, 2016|NR|114||Huan Shu, Zheng Xu, Seven Su, Handsome Zhao, Shu Huan, Xing Ai Na|Xu Lai had dreams once. To be an artist and marry the girl of his dreams. 15 years later, he's sick of designing bras, humoring his baby-crazy wife, and catering to loopy in-laws. But his upcoming family vacation, now including his DVD-pirating, aspiring-documentarian brother-in-law, has a hidden agenda: a chance meetup with his old flame. But ditching his clan for a clandestine hookup might be the least of his worries. There's been a murder, and his new hot pursuit might be from the cops who want a word with him.|6/10|5|3|2|||||3/5|784
771432064|Criminal Activities|Jackie Earle Haley|Drama|Nov 20, 2015|Feb 16, 2016|NR|94||Robert Lowell|Four friends stumble into a deal too good to refuse. But when the investment goes bad, they learn that part of their funding came from a notoriously ruthless crime boss...and it's payback time. Now, they must successfully kidnap a family member of a rival kingpin in order to erase the life-threatening debt. In way over their heads, if they can complete the assigned task without screwing up, they just might escape with their lives.|5.8/10|21|10|11|6.7/10|8|6|2|3.1/5|597
