771467020|Chasing Coral|Jeff Orlowski|Documentary|Jul 14, 2017|Jul 14, 2017|NR|91|Netflix||"Coral reefs are the nursery for all life in the oceans, a remarkable ecosystem that sustains us. Yet with carbon emissions warming the seas, a phenomenon called ""coral bleaching""-a sign of mass coral death-has been accelerating around the world, and the public has no idea of the scale or implication of the catastrophe silently raging underwater. Chasing Coral taps into the collective will and wisdom of an ad man, a self-proclaimed coral nerd, top-notch camera designers, and renowned marine biologists as they invent the first time-lapse camera to record bleaching events as they happen. Unfortunately, the effort is anything but simple, and the team doggedly battles technical malfunctions and the force of nature in pursuit of their golden fleece: documenting the indisputable and tragic transformation below the waves. With its breathtaking photography, nail-biting suspense, and startling emotion, Chasing Coral is a dramatic revelation that won't have audiences sitting idle for long."|8.1/10|29|29|0|8.8/10|13|13|0|4.3/5|577
771467615|Killing Ground|Damien Power|Art House & International, Drama, Mystery & Suspense|Jul 21, 2017|Jul 21, 2017|NR|89|IFC Films|Damien Power|A couple's romantic camping trip becomes a desperate fight for survival in this ultra-raw, unhinged kill ride. In need of a break from the pressures of their life in the city, Sam (Harriet Dyer) and Ian (Ian Meadows) head to a remote beach for a weekend getaway. When they come across an abandoned campsite, with no trace of its occupants, they're concerned. When they discover a lone, traumatized child nearby, they're scared. And when they encounter two local weirdos, they're in for a hell of a bad time. Unfolding in an innovative, time-scrambling structure, Killing Ground delivers both nerve-shredding suspense and gut-punching realism.|6.2/10|64|48|16|4.1/10|10|6|4|3/5|889
771470445|Resident Evil: Vendetta|Takanori Tsujimoto|Animation, Mystery & Suspense, Special Interest|Jun 19, 2017|Jul 18, 2017|R (for bloody violence throughout)|115|Fathom Events|Makoto Fukami|RESIDENT EVIL: VENDETTA is the third installment in the massively popular CG animated film franchise, following Resident Evil: Degeneration (2008) and Resident Evil: Damnation (2012). This one night event includes an exclusive introduction from the cast and behind-the-scenes footage. Derived from Capcom's Resident Evil(TM), one of the bestselling video game franchises of all time, RESIDENT EVIL: VENDETTA features the fan-favorite characters Leon S. Kennedy (Matt Mercer), Chris Redfield (Kevin Dorman) and Rebecca Chambers (Erin Cahill). The film is produced by Marza Animation Planet (Space Pirate Captain Harlock), executive produced by Takashi Shimizu (The Grudge), written by Makoto Fukami (Psycho Pass), and directed by Takanori Tsujimoto (Bushido Man).|5.4/10|7|3|4|||||3.3/5|718
771471294|First Kill|Steven C. Miller|Action & Adventure, Drama, Mystery & Suspense|Jul 21, 2017|Jul 21, 2017|R (for violence and language)|97|Lionsgate Premiere|Nick Gordon|In order to reconnect with his son Danny (Ty Shelton), big shot Wall Street broker Will (Hayden Christensen) takes his family on a hunting trip to the cabin where he grew up. While out hunting with Danny, the trip takes a deadly turn when they stumble upon several robbers and witness the murder of one of the criminals. After becoming entangled in a bank heist gone bad that results in the kidnapping of Danny, Will is forced to help the kidnappers evade the police chief (Bruce Willis) and recover the stolen loot in exchange for his son's life.|3.7/10|16|2|14|4.6/10|5|1|4|2.5/5|731
771472876|The Gracefield Incident|Mathieu Ratthe|Action & Adventure, Drama, Science Fiction & Fantasy|Jul 21, 2017|Jul 21, 2017|PG-13 (for sci-fi action/terror, accident images, language and some suggestive material)|89|Momentum Pictures|Mathieu Ratthe|Matthew Donovan, a video game editor, embeds an iPhone camera into his prosthetic eye to secretly record and document a weekend with friends in a luxurious mountain top cabin. The weekend takes a terrifying turn when a meteorite crashes the party forcing everyone to face the darkest, screaming nightmare while somehow connecting life, love, and loss in a twist of fear.|3.4/10|7|0|7|||||2.1/5|213
771375859|Absolutely Anything|Terry Jones|Comedy, Science Fiction & Fantasy, Romance|May 12, 2017|Jun 27, 2017|NR (for language including sexual references, and brief nudity)|85|Atlas Distribution|Terry Jones, Gavin Scott|Monty Python alumni John Cleese, Terry Jones, Michael Palin, Terry Gilliam, and Eric Idle reunite for this sci-fi comedy directed and co-written by Jones (along with Gavin Scott), and centering on the story of a group of mischievous extraterrestrials (voiced by the Python crew) who grant embittered schoolteacher Neil Clarke (Simon Pegg) extraordinary powers in order to see how he will use them. Subsequently seeking the wisdom of his loyal canine companion Dennis (voice of Robin Williams) in order to use his powers wisely, Clarke is ultimately forced to choose between the girl of his dreams (Kate Beckinsale), or the four-legged friend who has never left his side. ~ Jason Buchanan, Rovi|3.7/10|43|8|35|4.5/10|5|1|4|2.8/5|3,656
771386438|Saban's Power Rangers|Dean Israelite|Action & Adventure, Drama, Science Fiction & Fantasy|Mar 24, 2017|Jun 27, 2017|PG-13 (for sequences of sci-fi violence, action and destruction, language, and for some crude humor)|124|Lionsgate Films|John Gatins, Matt Sazama, Burk Sharpless, Michele Mulroney, Kieran Mulroney|A group of high-school kids, who are infused with unique superpowers, harness their abilities in order to save the world.|5.2/10|160|78|82|5.1/10|26|10|16|3.7/5|43,662
771409075|Dying To Know: Ram Dass & Timothy Leary|Gay Dillingham|Documentary, Special Interest|Oct 4, 2014|Jun 27, 2017|NR|99|CNS Communications|David Leach|"In the early 1960s Harvard psychology professors Timothy Leary and Richard Alpert began probing the edges of consciousness through their experiments with psychedelics. Leary became the LSD guru, challenging convention, questioning authority and as a result spawned a global counter culture movement landing in prison after Nixon called him ""the most dangerous man in America"". Alpert journeyed to the East becoming Ram Dass, a spiritual teacher for an entire generation who continues in his 80's teaching service through compassion. With interviews spanning 50 years the film invites us into the future encouraging us to ponder questions about life, drugs & the biggest mystery of all: death."|7.6/10|9|7|2|||||4.1/5|184
771418334|No Stranger Than Love|Nick Wernham|Romance|Jun 17, 2016|Jun 17, 2017|R (for language)|89|Innis Lake Entertainment|Steve Adams|From filmmaker Nick Wernham, this quirky romantic comedy introduces us to Lucy Sherrington and her slightly complicated love life. When Lucy (Alison Brie) tells a married Clint (Colin Hanks) that she loves him, he falls into a mysterious hole that suddenly appears in the middle of her living room. As Lucy desperately tries to save Clint, his bookie Rydell (Justin Chatwin) appears, looking to settle Clint's gambling debt. Now Lucy must distract Rydell, the town and Clint's wife from finding out about her affair and the hole, while trying to hold herself together in the process.|3.6/10|14|1|13|3.6/10|8|0|8|2/5|240
771422436|Admiral (Michiel de Ruyter)|Roel Reiné|Action & Adventure|Mar 11, 2016|Jun 27, 2017|NR|122|Farmhouse Film & TV Produksje|Alex van Galen, Lars Boom|When the young republic of The Netherlands is attacked by England, France and Germany and the country itself is on the brink of civil war, only one man can lead the county's strongest weapon, the Dutch fleet: Michiel de Ruyter.|6.6/10|5|3|2|||||4/5|195
